adref,created,salary_max,longitude,salary_min,id,description,latitude,redirect_url,title,salary_is_predicted,contract_time,__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTc1In0.XXFYPYYYYl9ldfr4xfsKt-83PjYE-bZlhpmilxjEdXo,2026-05-15T09:22:17Z,66497.36,-82.206243,66497.36,5730409175,"“WHEN YOU WORK FOR US, WE WORK FOR YOU.” Travel Respiratory Therapist Weekly Gross Pay: $1560.00 - $1760.00 Location: Bristol, TN, United States Start date: 6/1/2026 Assignment length: 13 Weeks Minimum years of relevant experience in healthcare: 2 years Job type: Traveler Shift: Day (5x8) Certifications: ACLS/BCLS/BLS - American Heart Association/CRT, not Elig/CRT, RRT Elig/RRT Position Highlights 13-week travel contract Competitive weekly pay package Work with an experienced clinical and recru…",36.581764,https://www.adzuna.com/land/ad/5730409175?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=F14B3CD0F57C99633FF1AB4DC65967D2BF0B4C8C,Travel Respiratory Therapist,1,,Adzuna::API::Response::Job,"Bristol, Sullivan County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Sullivan County', 'Bristol']",Adzuna::API::Response::Company,Titan Medical Group,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE2NyIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.NLBFZspkrp-aB9Ht_1gQ_GLkcfQEXQa-c8q9DHco0to,2026-05-15T09:22:16Z,32018.53,-90.54433,32018.53,5730409167,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.59568,https://www.adzuna.com/land/ad/5730409167?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=71CED771AA6FDB1839A84333582F108C2C766CAB,Tire Service Technician - Mid Rivers,1,part_time,Adzuna::API::Response::Job,"Winchester, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Winchester']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE1MyIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.UaaLjU8DgI_rruvBE5vwg3Y_Ion5WK6LA7ycnaUewAk,2026-05-15T09:22:16Z,129973.45,-75.566083,129973.45,5730409153,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",39.165778,https://www.adzuna.com/land/ad/5730409153?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=9E181B4626880B26AEEBB9F43B68CF4B3CBE3320,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"Wyoming, Kent County",Adzuna::API::Response::Location,"['US', 'Delaware', 'Kent County', 'Wyoming']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTY4In0.8ggaA2LnBZi8nLgQngVRxwOr1iT3dNrqJmNp_5kG8cE,2026-05-15T09:22:16Z,37440.0,-90.655557,33280.0,5730409168,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.589612,https://www.adzuna.com/land/ad/5730409168?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=09995A88C046EB13B746B13CF969020DD87936F2,Tire Technician- $16-$18/hour,0,part_time,Adzuna::API::Response::Job,"Glencoe, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Glencoe']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTU2In0._zOTRv6p-j810saAwe2-MTJ2cnuxoe8OT2GwUZP7cHw,2026-05-15T09:22:16Z,122696.05,-115.1418,122696.05,5730409156,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",36.3,https://www.adzuna.com/land/ad/5730409156?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=ABF950796E10578484EFC8197B70794AD88C6BFF,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"North Las Vegas, Clark County",Adzuna::API::Response::Location,"['US', 'Nevada', 'Clark County', 'North Las Vegas']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE1NCIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.a8M1Nmwz3eezYUMgERGcX8bxTupfQHGo5d0ECca3oV4,2026-05-15T09:22:16Z,48983.8,-80.26888,48983.8,5730409154,"Licensed Hair Stylist - Let Your Talent Pay Off Create. Earn. Grow. Repeat. At Hair Cuttery, stylists aren't just employees; they're the magic behind the mirror. We give you the tools, technology, and training to turn your talent into serious earnings and real career momentum. Looking for Big Vibes, Your Terms, and Real Growth? Here's What We Offer: - Your book, your income. Top stylists working 30 hours with strong guest loyalty are earning an average of $45 to $88/hr (plus tips). $100K per ye…",27.161273,https://www.adzuna.com/land/ad/5730409154?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=FA693DDD1B3126B7FF7CAC8C6633E343D333413A,Licensed Hair Stylist / Cosmetologist,1,,Adzuna::API::Response::Job,"Palm City, Martin County",Adzuna::API::Response::Location,"['US', 'Florida', 'Martin County', 'Palm City']",Adzuna::API::Response::Company,Hair Cuttery,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE0NiIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.xl1wk_fkP6q9LcZAqSfnnifx0e1PNf-rFGbj6SBC_ro,2026-05-15T09:22:15Z,136591.62,-86.7992,136591.62,5730409146,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",33.5277,https://www.adzuna.com/land/ad/5730409146?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=D0F2B203DFB37D566DFC8CBBF10B654E9BD13FA9,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"Birmingham, Jefferson County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Jefferson County', 'Birmingham']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTUwIn0.nb7nMqOmWKZj1KVqpOMzExN-aq5esGK92UXTAaXBtCc,2026-05-15T09:22:15Z,151776.36,-110.918927,151776.36,5730409150,"Date Posted: 2026-05-13 Country: United States of America Location: US-AZ-TUCSON-805 ~ 1151 E Hermans Rd ~ BLDG 805 Position Role Type: Onsite U.S. Citizen, U.S. Person, or Immigration Status Requirements: Active and transferable U.S. government issued security clearance is required prior to start date.​ U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance​ Security Clearance Type: Security Clearance Status: Not Required At RTX, the foundation of everything …",32.312638,https://www.adzuna.com/land/ad/5730409150?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=51E5C458503C28B19CD5E050CCA9DCF1763F9CD6,Principal Integrated Product Manager,1,full_time,Adzuna::API::Response::Job,"Little Tucson, Pima County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Pima County', 'Little Tucson']",Adzuna::API::Response::Company,Raytheon,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTQ5In0.L-Y4JXINOBCFraOeQTvrMLu9lTGNwtOSxl3AdKXIo2s,2026-05-15T09:22:15Z,136168.92,-84.9431,136168.92,5730409149,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",32.4841,https://www.adzuna.com/land/ad/5730409149?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=395253145B5ED78689C2F527B249E182328CCE4A,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"Beallwood, Muscogee County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Muscogee County', 'Beallwood']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTEzOSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.oQqrZqlSBtuBDZUyyzCSLujrmDu0bIOUefwFIp-DXEA,2026-05-15T09:22:15Z,37440.0,-90.5769,33280.0,5730409139,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.66298,https://www.adzuna.com/land/ad/5730409139?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=DA91CA1641B67F95CAC0B0D481AE5A526475DCF2,Tire Technician- $16-$18/hour,0,part_time,Adzuna::API::Response::Job,"Chesterfield, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Chesterfield']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTQ1In0.PODO_kr2j92X9r95dgkvt_7jjIXNJm1jO9cy8Tjn2hU,2026-05-15T09:22:15Z,37440.0,-90.30174,33280.0,5730409145,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.74968,https://www.adzuna.com/land/ad/5730409145?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=E8A5CD2D65944DD3F4736E8B14B95F71F8F25E6A,Tire Technician- $16-$18/hour,0,part_time,Adzuna::API::Response::Job,"Burke, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Burke']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE0MiIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.FVH3j_SVLwfwqj9vY9DB6zBJ37JqViwxuzZyFLQS8SY,2026-05-15T09:22:15Z,117525.98,-86.158056,117525.98,5730409142,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",39.768333,https://www.adzuna.com/land/ad/5730409142?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=C7AC6CB290C4CECCC676419CE1D7EC8EB252444E,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"West Indianapolis, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'West Indianapolis']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTEzOCIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.P8DkpHbO8pC0adyR7iWTEfW8mKpLh8RLMgnqc7psViE,2026-05-15T09:22:14Z,50054.25,-96.727,50054.25,5730409138,"“WHEN YOU WORK FOR US, WE WORK FOR YOU.” Travel LPN/LVN Weekly Gross Pay: $1572.60 - $1772.60 Location: Sioux Falls, SD, United States Start date: 5/26/2026 Assignment length: 13 Weeks Minimum years of relevant experience in healthcare: 2 years Job type: Traveler Shift: Night (3x12) Certifications: BCLS/BLS Position Highlights 13-week travel contract Competitive weekly pay package Work with an experienced clinical and recruiting team Quick start options available (inquire for details) Titan Med…",43.546,https://www.adzuna.com/land/ad/5730409138?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=464B9570A397B15AAC6D8570595B6EEBE8B5E293,Travel LPN/LVN,1,,Adzuna::API::Response::Job,"Sioux Falls, Minnehaha County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Company,Titan Medical Group,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTExIn0.mA8F4K_xtPPWENWIGcAVL27GxscMtsrJ5bscq2hFy9k,2026-05-15T09:22:13Z,37440.0,-90.31092,33280.0,5730409111,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.80248,https://www.adzuna.com/land/ad/5730409111?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=5FB4F97357AC376C6E28BA8351142200E3B5FE69,Tire Technician- $16-$18/hour,0,part_time,Adzuna::API::Response::Job,"Florissant, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Florissant']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTA5MSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.OjfVA9W-jyxYq2T3s1HgNx9d-6OJbZ9Gw6AeeOKpOWA,2026-05-15T09:22:12Z,133990.2,-71.05,133990.2,5730409091,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",42.34,https://www.adzuna.com/land/ad/5730409091?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=2BC834D7D2DE58A1BED80996501931F2D3B65722,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"South Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTA3In0.3Ely4bJKjYC-4gVgxa1l16NzcU5qPt4z8KaBBZbBKZA,2026-05-15T09:22:12Z,126204.02,-81.63006,126204.02,5730409107,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",38.35162,https://www.adzuna.com/land/ad/5730409107?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=59BA010946747C613F27596E2CA97964FC607AE9,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"Charleston, Kanawha County",Adzuna::API::Response::Location,"['US', 'West Virginia', 'Kanawha County', 'Charleston']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
