title,salary_min,description,salary_is_predicted,salary_max,adref,latitude,redirect_url,created,__CLASS__,longitude,id,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.tag,category.label,category.__CLASS__,contract_time,contract_type
Mechanic,132658.1,Job Description Job Description Skyworks LLC is a family-owned and operated construction equipment rental company. Skyworks is a team inspired by a positive culture to build exceptional customer experiences. We need an experienced Mechanic for our new buiding at 8200 Reading Road in Cincinnati. Duties and responsibilities for Mechanic: maintain the branch's equipment fleet diagnose and fix issues with equipment Qualifications for Mechanic: electrical and hydraulic experience experience repairin…,1,132658.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NTU3In0.8mVt_mWLWiRLUel27DkUEkZ8Bnj4VdgfgG83fn7kSMQ,39.103197,https://www.adzuna.com/land/ad/5743628557?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=989F5B7E302E8AA473C9C444678C5175C7FDA4B7,2026-05-28T12:51:32Z,Adzuna::API::Response::Job,-84.506488,5743628557,Skyworks LLC,Adzuna::API::Response::Company,"['US', 'Ohio', 'Hamilton County', 'Cincinnati']",Adzuna::API::Response::Location,"Cincinnati, Hamilton County",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,full_time,permanent
Home Health Physical Therapist,162039.28,"Become a part of our caring community As a therapist at CenterWell Home Health, reporting to the Clinical Manager, you will help patients regain strength, mobility and independence, from the comfort of their homes. By delivering personalized care that focuses on functional improvement, you‘ll empower individuals to overcome limitations and enjoy a better quality of life. Coverage area: Phoenix, Chandler, Tempe, Ahwatukee As a Home Health Physical Therapist , you will: Plan and administer prescr…",1,162039.28,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODUyNSIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.wrpo0P0v89WTrX87HBf2e4HzYT05CyRgetb8O1gue2U,33.50741,https://www.adzuna.com/land/ad/5743628525?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=0EB962F5DF7CC31C5378E86F2510CFDA1246C99B,2026-05-28T12:51:27Z,Adzuna::API::Response::Job,-112.031029,5743628525,CenterWell Home Health,Adzuna::API::Response::Company,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,"Phoenix, Maricopa County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Paramedic Basic - Portland,27481.19,"Job Description: Salary Range: $73,394.83 - $112,102.00 depending on experience We’re hiring Paramedics that are passionate about delivering compassionate, high-quality service and basic, as well as advanced, patient care to our customers. RESPONSIBILITIES Assess each call situation to determine the best course of action while working with progressive Paramedic protocols. Utilize your Paramedic skills on medical equipment and procedures including defibrillator, EKG monitor, oxygen and suction d…",1,27481.19,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODUyOCIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.IP_GFY-NMGW4pNnYtY-stI3ZEXg6ibKtUFYxB9Rx9Yo,45.367241,https://www.adzuna.com/land/ad/5743628528?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=1595A1F5EFC47290B39B3C1CEC839910141ED41A,2026-05-28T12:51:27Z,Adzuna::API::Response::Job,-122.64964,5743628528,AMR,Adzuna::API::Response::Company,"['US', 'Oregon', 'Clackamas County', 'Willamette']",Adzuna::API::Response::Location,"Willamette, Clackamas County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Paramedic Basic - Portland,24193.88,"Job Description: Salary Range: $73,394.83 - $112,102.00 depending on experience We’re hiring Paramedics that are passionate about delivering compassionate, high-quality service and basic, as well as advanced, patient care to our customers. RESPONSIBILITIES Assess each call situation to determine the best course of action while working with progressive Paramedic protocols. Utilize your Paramedic skills on medical equipment and procedures including defibrillator, EKG monitor, oxygen and suction d…",1,24193.88,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODUyOSIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.Sf2QkBFRFJh7dwuSztsDxTtdc4THO7wwCLmiIUQ9In8,39.525336,https://www.adzuna.com/land/ad/5743628529?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=578265DCBCB770A6D6234786019BDB6770D7D320,2026-05-28T12:51:27Z,Adzuna::API::Response::Job,-76.818538,5743628529,AMR,Adzuna::API::Response::Company,"['US', 'Maryland', 'Baltimore County', 'Boring']",Adzuna::API::Response::Location,"Boring, Baltimore County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Registered Nurse,62141.81,"Registered Nurse Career Opportunity - $10,000 Sign On Bonus Encompass Health: Where Nursing Meets Heart, Home, and Healing Are you seeking a nursing career deeply rooted in purpose, close to your heart and home? Encompass Health offers a transformative journey where your expertise as a Registered Nurse becomes an integral part of patients' recoveries. Picture the impact of providing individualized, compassionate care that guides patients along their path to healing. With us, small victories lea…",1,62141.81,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NTMzIn0.NvI4Wv8KPe5LzFF0ISf0MIGa2OuS7ZVR-cDNr-2PoEI,39.97596,https://www.adzuna.com/land/ad/5743628533?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=401F0649906A95CF640234F490D01750DCBE8F82,2026-05-28T12:51:27Z,Adzuna::API::Response::Job,-75.36462,5743628533,Encompass Health Rehabilitation Hospital of Erie,Adzuna::API::Response::Company,"['US', 'Pennsylvania', 'Delaware County', 'Radnor']",Adzuna::API::Response::Location,"Radnor, Delaware County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Paramedic Basic - Portland,30663.37,"Job Description: Salary Range: $73,394.83 - $112,102.00 depending on experience We’re hiring Paramedics that are passionate about delivering compassionate, high-quality service and basic, as well as advanced, patient care to our customers. RESPONSIBILITIES Assess each call situation to determine the best course of action while working with progressive Paramedic protocols. Utilize your Paramedic skills on medical equipment and procedures including defibrillator, EKG monitor, oxygen and suction d…",1,30663.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NTMyIn0.YAbw_2K50Wiw0VWp0Z-p0A-cKrNe6h-6tEpK853S_Bo,45.335674,https://www.adzuna.com/land/ad/5743628532?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=E23F92F224EC3339689DC68C64BF5D067623898D,2026-05-28T12:51:27Z,Adzuna::API::Response::Job,-122.574305,5743628532,AMR,Adzuna::API::Response::Company,"['US', 'Oregon', 'Clackamas County', 'Oregon City']",Adzuna::API::Response::Location,"Oregon City, Clackamas County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
"Respiratory Therapist (RRT), FT Days (NICU)",90599.38,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what‘s possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people‘s lives. Work Shift Day (United …",1,90599.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NTIzIn0.PbcfKGr6Ba2CKZr7_FkcK1OwuOVoZ8mjTpwvnbfEeKM,40.503921,https://www.adzuna.com/land/ad/5743628523?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=787088FB867C1F9F9C78A660D5FF0AA5F0D52482,2026-05-28T12:51:26Z,Adzuna::API::Response::Job,-90.407012,5743628523,"Wellstar Health Systems, Inc.",Adzuna::API::Response::Company,"['US', 'Illinois', 'Fulton County', 'Marietta']",Adzuna::API::Response::Location,"Marietta, Fulton County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapy Asst PRN,63715.27,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Day (United …",1,63715.27,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NTIyIn0.5dh8q-bJkJk_15SQAGJI2-30Rz97ifk3diScom8-KeI,33.348967,https://www.adzuna.com/land/ad/5743628522?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=FC965DA873B4E07898B0CE82B47EB198FFE2AA5D,2026-05-28T12:51:25Z,Adzuna::API::Response::Job,-104.493437,5743628522,"Wellstar Health Systems, Inc.",Adzuna::API::Response::Company,"['US', 'New Mexico', 'Chaves County', 'Midway']",Adzuna::API::Response::Location,"Midway, Chaves County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Occupational Therapist FT Days Acute Care Therapies,120711.71,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what‘s possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people‘s lives. Work Shift Day (United …",1,120711.71,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODUxNCIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.-HdlUNcUrXl8DpoOM9J4n5xJWxs0FsfQti0YB1Y5j8k,33.938563,https://www.adzuna.com/land/ad/5743628514?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=4E72E96536C20E03622D1999EE3E4B4B35C2730E,2026-05-28T12:51:25Z,Adzuna::API::Response::Job,-84.615057,5743628514,Confidential,Adzuna::API::Response::Company,"['US', 'Georgia', 'Cobb County', 'Marietta']",Adzuna::API::Response::Location,"Marietta, Cobb County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
"Respiratory Therapist (RRT) PT, Wkd Nights (Non-NICU)",199363.05,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Night (Unite…",1,199363.05,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODUxMyIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.T6czrU-JQvzErOl_Zvx9xT6KvcIrGEIyEmvdffiGfgg,40.503921,https://www.adzuna.com/land/ad/5743628513?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=B1CFC2AF800D85398E8EB72935098FB867FD7110,2026-05-28T12:51:25Z,Adzuna::API::Response::Job,-90.407012,5743628513,"Wellstar Health Systems, Inc.",Adzuna::API::Response::Company,"['US', 'Illinois', 'Fulton County', 'Marietta']",Adzuna::API::Response::Location,"Marietta, Fulton County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapy Orthopedic Resident,80704.35,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what‘s possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people‘s lives. Work Shift Day (United …",1,80704.35,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODUxOSIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.F2weuEdkEPwOvsnNq22KthX-tdCYj0kAKMqiLTYtQtc,33.457703,https://www.adzuna.com/land/ad/5743628519?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=130359611C39EB243DDC68C2911A268A16F52EBF,2026-05-28T12:51:25Z,Adzuna::API::Response::Job,-81.964391,5743628519,"Wellstar Health Systems, Inc.",Adzuna::API::Response::Company,"['US', 'Georgia', 'Richmond County', 'Augusta']",Adzuna::API::Response::Location,"Augusta, Richmond County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
"Respiratory Therapist II (RRT), PT Days (Non-NICU)",183802.36,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Day (United …",1,183802.36,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NTE2In0.ZiRLoGwJHY7O79lwPHkkVMAfwbErYFi24p0DhNL40UY,40.503921,https://www.adzuna.com/land/ad/5743628516?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=6DC5430856CBC8BCB3845D10F0DA355F911E05A0,2026-05-28T12:51:25Z,Adzuna::API::Response::Job,-90.407012,5743628516,"Wellstar Health Systems, Inc.",Adzuna::API::Response::Company,"['US', 'Illinois', 'Fulton County', 'Marietta']",Adzuna::API::Response::Location,"Marietta, Fulton County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
"Registered Nurse (RN), Oncology - Acute Care",71021.18,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Various (Uni…",1,71021.18,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODUyMSIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.b67ezLqQtG8bNrYbIrNuzI5TAM28kZmxsj0MxC9g9JQ,33.913449,https://www.adzuna.com/land/ad/5743628521?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=C8C438C8AB01AEB2C3064702DE8ACCF7F121CC02,2026-05-28T12:51:25Z,Adzuna::API::Response::Job,-84.552205,5743628521,"Wellstar Health Systems, Inc.",Adzuna::API::Response::Company,"['US', 'Georgia', 'Cobb County', 'Marietta']",Adzuna::API::Response::Location,"Marietta, Cobb County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Phlebotomist II,98090.77,"Summary: The main function of a phlebotomist is to assist in performing various assigned duties, trouble shooting, training and making work flow recommendations. Position Responsibilities: Experience doing blood draws, labeling specimens, centrifuging specimens, recording maintenance data and decontamination, updating patient information, etc. Collects and stores specimens according to established procedures. Properly explains in a clear but courteous manner the process of the venipuncture (blo…",1,98090.77,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODQ0NCIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.gGJG8fWh9EzXeX02Dqhhfs9FsoCGG9yU4rNkfVyBdRw,36.14566,https://www.adzuna.com/details/5743628444?utm_medium=api&utm_source=abfa41a4,2026-05-28T12:50:52Z,Adzuna::API::Response::Job,-95.953136,5743628444,Apidel Technologies,Adzuna::API::Response::Company,"['US', 'Oklahoma', 'Tulsa County', 'Williams']",Adzuna::API::Response::Location,"Williams, Tulsa County",admin-jobs,Admin Jobs,Adzuna::API::Response::Category,,
"Engineering - Engineer, Test Engineering",195817.14,"Job Description: Collaborate closely with developers, product owners, and other team members to fully understand requirements and ensure high-quality implementations and application changes. Participate in daily Scrum meetings, Sprint planning, Sprint Retrospective, and Backlog grooming meetings with Scrum team members to support cross-functional teams and execute testing for multiple ongoing projects Review user stories and analyze software requirements with the product owner and developers to…",1,195817.14,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODQ0MyIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.6SZpOFhUBu5SHBLuSvIvk4penmi1QQA6Sx2Umcwqnc8,26.05932,https://www.adzuna.com/details/5743628443?utm_medium=api&utm_source=abfa41a4,2026-05-28T12:50:51Z,Adzuna::API::Response::Job,-80.36958,5743628443,Apidel Technologies,Adzuna::API::Response::Company,"['US', 'Florida', 'Broward County', 'Everglades Br']",Adzuna::API::Response::Location,"Everglades Br, Broward County",it-jobs,IT Jobs,Adzuna::API::Response::Category,,
"Quality/Regulatory - Specialist, Quality Assurance",89224.63,"Job Description: Implement quality standards, ensure and execute compliance on every stage of the process. Assess potential risks, ensures compliance and gives recommendations. Takes responsibility for all quality control aspects of the process (laboratories studies, clinical research, testing, operations, raw materials, production, finished product or services). Facilitates audits and regulatory inspections. Coordinates quality trainings. This is an individual contributor role that requires th…",1,89224.63,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODQ0MiIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.WG1uLIyF-4IbtL_9bVhbXkpnT1husGt7DWx4NCaJHbI,42.201074,https://www.adzuna.com/details/5743628442?utm_medium=api&utm_source=abfa41a4,2026-05-28T12:50:51Z,Adzuna::API::Response::Job,-85.564608,5743628442,Apidel Technologies,Adzuna::API::Response::Company,"['US', 'Michigan', 'Kalamazoo County', 'Portage']",Adzuna::API::Response::Location,"Portage, Kalamazoo County",scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,,
