title,adref,salary_min,latitude,id,contract_time,description,__CLASS__,redirect_url,longitude,created,salary_is_predicted,salary_max,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_type
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM5NCIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.zdRzmkCbFAWDBMKPokXImxknP742c6k-0EW_fTTZXi8,67600.0,31.759316,5890790394,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790394?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=6FE29E2877019562E515DA6C7C3801226C355413,-81.722921,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Bayview, Long County","['US', 'Georgia', 'Long County', 'Bayview']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEZmZGZVYTA4UkdXaElVdDBnc0g1USIsImkiOiI1ODkwNzkwMzc5In0.uPf_kOyqd14cN_WmNHajmaUBYcsEnI7kUQbAM0C1nCg,0.0,31.522724,5890790379,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790379?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=31FBB0D3AE23EE66DC455DF4F09957AD789E1CDB,-82.843006,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Douglas, Coffee County","['US', 'Georgia', 'Coffee County', 'Douglas']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDQxNCIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.QEvqx1k4yz91BV1J6S1_Ufj6Spr-uYr-JLuScqElwyY,67600.0,32.13168,5890790414,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790414?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=A135F7791EAD08195A156DC61313D46F74251310,-81.49728,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Ellabell, Bryan County","['US', 'Georgia', 'Bryan County', 'Ellabell']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEZmZGZVYTA4UkdXaElVdDBnc0g1USIsImkiOiI1ODkwNzkwMzk5In0.hL7Ct0RAOKmyt9o-IIkcSmtUxM7uXmsNc7gj5cdasks,67600.0,32.13168,5890790399,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790399?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=7B48E2C56376C300BC379A14F5709A25B5FBE890,-81.49728,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Ellabell, Bryan County","['US', 'Georgia', 'Bryan County', 'Ellabell']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM4MSIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.BXJ5xccgg_Z4gko_HY_LKPkYZt_QmkEiHXjJQrBsPFM,67600.0,31.775031,5890790381,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790381?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=E1D8D00AF3524E23A5D77AF84AF679EBC380A47A,-82.352233,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Baxley, Appling County","['US', 'Georgia', 'Appling County', 'Baxley']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDQwNiIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.T-K-nV27GxH11O5pzh5PMPSXdMwsz_JYMrR_ecPu0OU,67600.0,39.38256,5890790406,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790406?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=DAF9907E018B8BA5A4B850CE5C431D38C7B0078F,-75.66528,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Blackbird, New Castle County","['US', 'Delaware', 'New Castle County', 'Blackbird']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM5MSIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.eGM4RMoX6IOekRhZ5fL737WKFdRO4ftAnqWdFhaSP8Y,67600.0,31.941407,5890790391,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790391?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=FEE890D33E18BC225C241CBBB9749469C6E99A6F,-81.939315,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Glennville, Tattnall County","['US', 'Georgia', 'Tattnall County', 'Glennville']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEZmZGZVYTA4UkdXaElVdDBnc0g1USIsImkiOiI1ODkwNzkwNDExIn0.hrGGk1cmonBpvIwJqNXTE4QHhQg5nKiQtUkw6ZEBNQk,67600.0,39.38256,5890790411,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790411?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=4A743151BDD9535FD18157CDAE5A25718D1A0845,-75.66528,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Blackbird, New Castle County","['US', 'Delaware', 'New Castle County', 'Blackbird']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM0NCIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.72ehLFp4kvfD7GP_90Ye_TbIN-BgMVVO3PfdlRXoW6Y,67600.0,40.101754,5890790344,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790344?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=94FEBD88AC8CD1E0EE3CFD45F1E73CFD76AA947C,-83.132431,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Dublin, Franklin County","['US', 'Ohio', 'Franklin County', 'Dublin']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM3MSIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.P821DFrkbym_xCxVccugdQbPd84opYKSB24gvtDvVNs,0.0,31.714993,5890790371,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790371?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=5CC0870DD3C138FA1FAF4F4FCD96D79672723597,-83.256591,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fitzgerald, Ben Hill County","['US', 'Georgia', 'Ben Hill County', 'Fitzgerald']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEZmZGZVYTA4UkdXaElVdDBnc0g1USIsImkiOiI1ODkwNzkwMzUyIn0.4GbZjySpTkr_h37zfXqQR4Tk7UEuiurRTOusCQ6YZFc,0.0,31.714993,5890790352,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790352?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=9EFE657C0242CCC55D6D231A520AAA7344C3201F,-83.256591,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fitzgerald, Ben Hill County","['US', 'Georgia', 'Ben Hill County', 'Fitzgerald']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEZmZGZVYTA4UkdXaElVdDBnc0g1USIsImkiOiI1ODkwNzkwMzM5In0.W3Cth4Rw4UeXI8Uu2xOMcXUW4iR0tcIJQBp4lALofjs,67600.0,40.101754,5890790339,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790339?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=F0A211BB9F75007A9DBDB290C1272B4347B4575E,-83.132431,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Dublin, Franklin County","['US', 'Ohio', 'Franklin County', 'Dublin']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM1NCIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.VfzvndTw-_JggQ2fOKUuy3AU1iCcaFykVDnaOz-uMrg,67600.0,33.170587,5890790354,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790354?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=61852B4DF997F658146FF4F93DD29826DEF97923,-84.931359,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hogansville, Troup County","['US', 'Georgia', 'Troup County', 'Hogansville']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDMzOCIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.JmvkUF8hMmqZk-OUD1i0qLDSntGj0JRTpUgQUdeLdhU,0.0,32.53692,5890790338,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790338?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=355B94B933D1B73E6B6897FE5767FD4B3BFA58B8,-85.07328,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Smiths, Lee County","['US', 'Alabama', 'Lee County', 'Smiths']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEZmZGZVYTA4UkdXaElVdDBnc0g1USIsImkiOiI1ODkwNzkwMzc2In0.vo2nk59CsWmkH737ybte7qJRNMhsiGsklCLGKE38NKA,67600.0,31.522724,5890790376,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790376?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=F6FB97434A5E6E6A60E2F970F14C1716F3446ADE,-82.843006,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Douglas, Coffee County","['US', 'Georgia', 'Coffee County', 'Douglas']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM3MiIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.0zqWvoZuGeZgey4zBF58l3_gnD27Q5t4bnBAQanni8Q,67600.0,31.775031,5890790372,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790372?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=D5A3AFF0762A1FF295F49B4CCD6CC33D82EEE206,-82.352233,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Baxley, Appling County","['US', 'Georgia', 'Appling County', 'Baxley']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM2MyIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.5j2C_uwKBOu2Lgz_HtxvCRDmD7B5EbbigRsK7biZWdE,67600.0,31.522724,5890790363,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790363?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=D1497351DB4D46B8F3A95EFBB9603B8A468BEFAA,-82.843006,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Douglas, Coffee County","['US', 'Georgia', 'Coffee County', 'Douglas']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEZmZGZVYTA4UkdXaElVdDBnc0g1USIsImkiOiI1ODkwNzkwMzUxIn0.hf0B4wN3raaPou_ilMyW1xupssTPRGJkBj7tbeDUyl0,67600.0,40.101754,5890790351,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790351?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=043541FF9056AC0855FA49C3216469A44E197321,-83.132431,2026-09-19T12:09:27Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Dublin, Franklin County","['US', 'Ohio', 'Franklin County', 'Dublin']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
