title,description,salary_is_predicted,redirect_url,created,id,longitude,salary_max,latitude,salary_min,adref,__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
Laundry Worker,"Role: Laundry Worker Join Healthcare Services Group (HCSG) as a Laundry Worker, where you will play a crucial role in maintaining the cleanliness and availability of linens and garments in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Pr…",1,https://www.adzuna.com/details/5819834212?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834212,-90.439275,28694.6,31.229699,28694.6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIxMiIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.MQp-UngY7eh-mNRvpl8yYywdp6DUx1wktBU3ycD0gJk,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Pike County', 'South Mccomb']","South Mccomb, Pike County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Cook,"Role: Cook Join Healthcare Services Group (HCSG) as a Cook, where you will play a vital role in preparing and cooking nutritious meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it with…",1,https://www.adzuna.com/details/5819834201?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834201,-86.505649,28026.21,36.574334,28026.21,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjAxIn0.clORBadlCaenskhle3AOffe0x05ctFptJcL5UoBX65k,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Sumner County', 'Portland']","Portland, Sumner County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
Dietary Aide (On Call),"Join Healthcare Services Group (HCSG) as a Food Service Worker/Kitchen Helper/Dietary Aide, where you will assist in preparing and serving meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $17.00 - USD $18.00 /Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance …",1,https://www.adzuna.com/details/5819834210?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834210,-121.364374,26464.67,38.424584,26464.67,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIxMCIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.Kb2cAuq6ZeavdAF9dc8Yvct9s8o6kSjS5Snhip4KB_Q,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Sacramento County', 'Pine Bluff']","Pine Bluff, Sacramento County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,,
Floor Tech,"Role: Floor Tech Join Healthcare Services Group (HCSG) as a Floor Tech, where you will play a vital role in maintaining the cleanliness and appearance of floors in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $15.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistanc…",1,https://www.adzuna.com/details/5819834221?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834221,-87.036125,44443.54,41.483213,44443.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjIxIn0.XxYpGcIXAmqIxGAlKl1vAi1bUKgieVooEUEpjYwM0YM,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Porter County', 'Valparaiso']","Valparaiso, Porter County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $13.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs…",1,https://www.adzuna.com/details/5819834204?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834204,-84.42966,26447.14,37.383691,26447.14,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjA0In0.Rd_xki_G9U70Z20rluvQkxVCnEo_liWfXU__ZxIyxdQ,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Rockcastle County', 'Brodhead']","Brodhead, Rockcastle County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Dietary Aide,"Role: Dietary Aide Join Healthcare Services Group (HCSG) as a Dietary Aide, where you will prepare and serve meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $15.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you nee…",1,https://www.adzuna.com/details/5819834222?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834222,-76.53144,22848.6,39.39222,22848.6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjIyIn0.aDwRoC5UwXI_PBr4RynxhQH07V_G6gsJQMXlkCuqYdY,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maryland', 'Baltimore County', 'Carney']","Carney, Baltimore County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
Housekeeper (Part Time),"Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $18.05/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you…",1,https://www.adzuna.com/details/5819834209?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834209,-122.00044,25106.7,37.56283,25106.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjA5In0.rjR61QZuwUYhvn5l_YR0uNgOi9oS_ZcnmyB_h32Iqc8,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'Fremont']","Fremont, Alameda County",Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $13.00 - USD $13.50 /Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs…",1,https://www.adzuna.com/details/5819834229?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834229,-76.515764,24324.64,37.11446,24324.64,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjI5In0.cxNEc2qiBE0AvwtexqztQEy1GbL-0X68bwFRCl-J998,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'York County', 'Tabb']","Tabb, York County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it wi…",1,https://www.adzuna.com/details/5819834215?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834215,-90.137111,23636.92,31.136102,23636.92,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIxNSIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.gxNeZNMiq5uqjx1vSpDOiqJZfiMIy-vL4sShTB62qc0,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Walthall County', 'Tylertown']","Tylertown, Walthall County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Floor Tech,"Role: Floor Tech Join Healthcare Services Group (HCSG) as a Floor Tech, where you will play a vital role in maintaining the cleanliness and appearance of floors in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $12.77 - USD $14.00 /Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistanc…",1,https://www.adzuna.com/details/5819834224?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834224,-78.520974,48181.81,38.882662,48181.81,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIyNCIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.LIvK8i8Tg-S3QfJu6EaqBypgc3-nl2eFmRhLYVmP9-A,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Shenandoah County', 'Woodstock']","Woodstock, Shenandoah County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $14.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs…",1,https://www.adzuna.com/details/5819834208?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834208,-81.2808,23919.99,28.68102,23919.99,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIwOCIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.A5OVVdolUPNz4n8exFnVW55vHvflIHPUScooYHACK8A,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Seminole County', 'Winter Springs']","Winter Springs, Seminole County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Environmental Services - Manager in Training,"Join Healthcare Services Group (HCSG) as an Environmental Services Manager in Training, where you will learn to manage your own account and oversee housekeeping, laundry, and floor care operations at a long-term care facility. This structured and paid 12-week program will develop you to manage and oversee environmental services in a healthcare setting with hands-on and computer based training. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commi…",1,https://www.adzuna.com/details/5819834228?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834228,-73.250133,55689.9,42.454566,55689.9,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIyOCIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.YS0NTKWPgXOvWo5ZS5Zae9VUu8J4s_zz4GE3vOIH5x8,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Berkshire County', 'Allendale']","Allendale, Berkshire County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Floor Tech,"Role: Floor Tech Join Healthcare Services Group (HCSG) as a Floor Tech, where you will play a vital role in maintaining the cleanliness and appearance of floors in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $12.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistanc…",1,https://www.adzuna.com/details/5819834219?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834219,-88.651243,38503.01,32.429524,38503.01,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjE5In0.uN71MsZur_AMX7cUSeXRhDTb1FifgTj79rAYzPY7LZ4,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Lauderdale County', 'Marion']","Marion, Lauderdale County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it wi…",1,https://www.adzuna.com/details/5819834211?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834211,-90.439275,25477.83,31.229699,25477.83,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjExIn0.rEUPY8Ai89n9s4QD0L-WA3xdri73XdK52E04wETR8NQ,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Pike County', 'South Mccomb']","South Mccomb, Pike County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $14.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs…",1,https://www.adzuna.com/details/5819834217?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834217,-80.09922,23136.12,26.23254,23136.12,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIxNyIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0._dUKi25X_lCfsbJtZZtyCvKwYodYShg8MjYIbfD2xS0,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Broward County', 'Pompano Beach']","Pompano Beach, Broward County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
