description,redirect_url,longitude,adref,latitude,salary_min,id,__CLASS__,title,created,salary_is_predicted,salary_max,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607084?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=2C6391DEB68095DCD5E3A060D490534C7B7A0342,-88.818882,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MDg0In0.PX4KOAUuHoemd_2cajOzaY4k08ZJ-ve7ec4jwxf5KWA,35.610831,106631.38,5762607084,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,106631.38,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Bemis, Madison County","['US', 'Tennessee', 'Madison County', 'Bemis']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607073?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=A617D17E38C05B071898A4CD1E17C072FC413724,-94.389201,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MDczIn0.YUwJR0M2yY9VaDMhcRMSajcaYD5uYWhRpvTGba_y7Vk,35.405173,65074.26,5762607073,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,65074.26,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Fort Smith, Sebastian County","['US', 'Arkansas', 'Sebastian County', 'Fort Smith']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607083?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=D6B1D85BB8D440DA9B60CAE0B109159590426520,-94.496679,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzA4MyIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.sNk-5jTFremc4ieWbNrzYnlzBo1V-O95GO1Vd1Ew0W8,37.097902,85979.16,5762607083,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,85979.16,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Joplin, Jasper County","['US', 'Missouri', 'Jasper County', 'Joplin']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607099?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=3FAF5260F730A03348D0271D5EF29DDD293EA5AD,-90.685279,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzA5OSIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.uTqh1TlGrPCVtPoRkpnSFHHe-IWdJg9uGj9uh4VsZYI,42.515007,77004.52,5762607099,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,77004.52,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Center Grove, Dubuque County","['US', 'Iowa', 'Dubuque County', 'Center Grove']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607050?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=C4CA8081FDDC773D5474992C1DFAB5C198243870,-97.317976,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MDUwIn0.HdpK0tdotT4FNwMHXs2TsyaSs50geHqysexhSavewCw,31.095475,77602.77,5762607050,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,77602.77,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Oscar, Bell County","['US', 'Texas', 'Bell County', 'Oscar']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607080?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=4D6533D6C8771EA8D9956422D22458CB71E1F14E,-87.622223,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MDgwIn0.HVXlACBOIcB7GvbkDdK3KkU7zVvt-ZeF_I6BZeUwAHM,34.7538,78933.16,5762607080,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,78933.16,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Muscle Shoals, Colbert County","['US', 'Alabama', 'Colbert County', 'Muscle Shoals']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607089?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=74D935070C9180615CB7A84B882F598C1FBB8FA4,-93.623385,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0xKcGhUbG44UkcwYnRHeHFISDNxdyIsImkiOiI1NzYyNjA3MDg5In0.bF-a6_pY0Kp7akbzMYCEZHy0Oj6LX0o9s20u-f0yCv4,42.036515,87614.44,5762607089,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,87614.44,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Ames, Story County","['US', 'Iowa', 'Story County', 'Ames']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607104?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=888CD16AB3755B8F1B372631BE05CF0339EB8110,-96.576956,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzEwNCIsInMiOiJTTEpwaFRsbjhSRzBidEd4cUhIM3F3In0.EKRvnSuGMpcnj39WFXgcFcAgZAzJy_7Do-bhRr9--xg,39.194942,80426.14,5762607104,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,80426.14,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Manhattan, Riley County","['US', 'Kansas', 'Riley County', 'Manhattan']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607072?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=5FDCD921B559F53FE3DE22412D74CA63FC89E77F,-96.32513,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0xKcGhUbG44UkcwYnRHeHFISDNxdyIsImkiOiI1NzYyNjA3MDcyIn0.3Y2iq95eUfeg1ID2XHIeUGFBzRTpqmxdsv09pYcj4-I,30.611132,90537.02,5762607072,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,90537.02,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"College Station, Brazos County","['US', 'Texas', 'Brazos County', 'College Station']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607067?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=39370B43DB1A6E4F92CE88E1E8B4F6370386DDBA,-85.833608,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0xKcGhUbG44UkcwYnRHeHFISDNxdyIsImkiOiI1NzYyNjA3MDY3In0.rPTP-LEeuqkqEhHa36jgw53pl4S4CC5fP6yW8yCLGt8,33.720723,82831.29,5762607067,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,82831.29,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Blue Mountain, Calhoun County","['US', 'Alabama', 'Calhoun County', 'Blue Mountain']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762606997?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=2D5C73EBA56337C2FBA4019C42FCA28C0ED51A12,-84.388176,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0xKcGhUbG44UkcwYnRHeHFISDNxdyIsImkiOiI1NzYyNjA2OTk3In0.Hr7X0dal0HWmrXVEMlq9Lr5wL_r3aC5deoqQjDxozGo,33.747434,84016.3,5762606997,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:29Z,1,84016.3,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Northlake, DeKalb County","['US', 'Georgia', 'DeKalb County', 'Northlake']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607021?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=711216CFE729CEE1F19917862F3DE8887FCA10D4,-86.156516,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzAyMSIsInMiOiJTTEpwaFRsbjhSRzBidEd4cUhIM3F3In0.Rl7F3DwbptH1SS7EFg2bIBzQRgeRabAxne6g-l6MBSQ,39.772249,75275.82,5762607021,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:29Z,1,75275.82,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Indianapolis, Marion County","['US', 'Indiana', 'Marion County', 'Indianapolis']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607007?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=22CDB9F7C1F59A1C946D873189212BCC82062096,-94.136392,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzAwNyIsInMiOiJTTEpwaFRsbjhSRzBidEd4cUhIM3F3In0.IxnQ282Ys7tSv-SDxO-oCV8q0ItM-x8TFVXShLox0e4,36.100148,79119.23,5762607007,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:29Z,1,79119.23,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Johnson, Washington County","['US', 'Arkansas', 'Washington County', 'Johnson']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607036?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=6247E5ACDADB4BEA825740D6AD6B6B98767FE74D,-81.542131,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzAzNiIsInMiOiJTTEpwaFRsbjhSRzBidEd4cUhIM3F3In0.UqyDYtHZQ4RM9UAVwh5pT_XoPdFlroJJp5wG6XAA_q8,35.906704,77509.06,5762607036,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:29Z,1,77509.06,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Lenoir, Caldwell County","['US', 'North Carolina', 'Caldwell County', 'Lenoir']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762606991?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=4D393590D4A8BA3503F481B42AF0F50826E76D5F,-90.215277,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0xKcGhUbG44UkcwYnRHeHFISDNxdyIsImkiOiI1NzYyNjA2OTkxIn0.rmj4q8RBP8JNL-AuARDeah8fANHdXhtvdUXK-HYhuck,38.63037,83829.1,5762606991,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:29Z,1,83829.1,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Saint Louis, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607031?se=SLJphTln8RG0btGxqHH3qw&utm_medium=api&utm_source=abfa41a4&v=263C78765D63152302E0B4687B7B6140E60A8F7D,-86.208032,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0xKcGhUbG44UkcwYnRHeHFISDNxdyIsImkiOiI1NzYyNjA3MDMxIn0.-9T7kIVM2T6L4DbmsAIbEG2KOJXgve8TYpDkJ-Oqe1g,41.714168,75199.48,5762607031,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:29Z,1,75199.48,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Notre Dame, St. Joseph County","['US', 'Indiana', 'St. Joseph County', 'Notre Dame']",Adzuna::API::Response::Location,full_time,
