adref,description,__CLASS__,id,salary_max,latitude,salary_is_predicted,salary_min,redirect_url,created,longitude,title,category.tag,category.label,category.__CLASS__,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW5oOGo0Q084UkdOek9fZlFkOU9MZyIsImkiOiI1ODI1NzI2NzU1In0.Hr4oV1JxfDJaTOp17e-ogRBtjRounPd7oFxRBGY2tS8,"Registered Nurse (RN) | Medical-Surgical Location: Albany, GA Agency: GQR Healthcare Pay: $1,831 to $1,926 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 26 Weeks Start Date: ASAP About the Position Contract - W2 Med/Surg Registered Nurse (RN) Job Location: Albany, Georgia Start Date: August 3, 2026 Profession: Registered Nurse (RN) Facility: Short Term Acute Care Estimated Pay: $1831.19 - $1926.19 Duration:26 weeks Shift: Day Shift Details: 3x12 Day Job Type: Travel *E…",Adzuna::API::Response::Job,5825726755,7704.0,31.581331,0,7704.0,https://www.adzuna.com/details/5825726755?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:09Z,-84.15191,"Travel Nurse RN - Medical-Surgical - $1,831 to $1,926 per week in Albany, GA",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Georgia', 'Dougherty County', 'Albany']","Albany, Dougherty County",GQR Healthcare,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjc1NiIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.mgJcuZ2SeD-bMIHNEuHGndb91OjQtaQEOVJmJtKDRfs,"Legal Assistant / Secretary Opportunity with Prestigious Los Angeles Family Law Firm This Jobot Job is hosted by: Jeff Ruben Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $80,000 - $110,000 per year A bit about us: Based in Los Angeles, CA with 1 office across the region we are a boutique, TOP Ranked Family Law Firm! Our core values are centered around our people and our clients. We believe that putting your employees first is not only th…",Adzuna::API::Response::Job,5825726756,77405.79,,1,77405.79,https://www.adzuna.com/details/5825726756?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:09Z,,Litigation Legal Assistant / Legal Secretary (No Family Law Experience required),legal-jobs,Legal Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Los Angeles']","Los Angeles, Los Angeles County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjc1MCIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.A4rdZzjDjddpf_wY8sXr96nC5VCC--u5LPiAJTxqxdg,"Assistant Project Manager for a General Contractor in Columbus - Medium-Sized company with lots of opportunity. A chance to work with Owners, Architects, and Developers directly - Strong Compensation Package, Benefits, Bonus and more This Jobot Job is hosted by: Sam Stimac Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $75,000 - $90,000 per year A bit about us: We are a leading General Contractor in Columbus. We focus on many different mar…",Adzuna::API::Response::Job,5825726750,84830.27,40.103832,1,84830.27,https://www.adzuna.com/details/5825726750?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:09Z,-83.020025,Assistant Project Manager - Commercial,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Columbus']","Columbus, Franklin County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW5oOGo0Q084UkdOek9fZlFkOU9MZyIsImkiOiI1ODI1NzI2NzQ3In0.ugxGlxtFNXy4Ot-BSdr6zgkDAOeA_nw5TVnB9HACY-8,"Run major civil infrastructure jobs with full autonomy, strong support, and a company vehicle included. This Jobot Job is hosted by: Kris Leishman Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $150,000 - $200,000 per year A bit about us: A growing heavy civil construction firm is seeking an experienced Superintendent to lead field operations on large-scale earthwork, excavation, underground utility, pipe, and highway projects. This is a f…",Adzuna::API::Response::Job,5825726747,104615.73,41.052959,1,104615.73,https://www.adzuna.com/details/5825726747?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:08Z,-73.538799,Superintendent – Heavy Civil,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Stamford']","Stamford, Fairfield County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW5oOGo0Q084UkdOek9fZlFkOU9MZyIsImkiOiI1ODI1NzI2NzQ4In0.fdEC8Ve9pR-q1IciSDst0RGpcxmCEsj0nknSSyeGuSY,"Join a growing self‑performing industrial group where your leadership directly impacts complex, high‑profile construction projects from the ground up. This Jobot Job is hosted by: Don Seawall Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $100,000 - $125,000 per year A bit about us: We are a well‑established commercial contractor known for delivering complex projects through a hands‑on, self‑perform approach. Our teams are built on account…",Adzuna::API::Response::Job,5825726748,91253.55,42.687532,1,91253.55,https://www.adzuna.com/details/5825726748?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:08Z,-83.234103,Industrial Project Manager - Construction,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Auburn Hills']","Auburn Hills, Oakland County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjc0NiIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.pun7jnXjHicCioPoHZtcXvudV_1iVBxnJtAQ9lnRpjA,"Seeking Maintenance Tech with injection molding experience - Top industry pay  excellent benefits! This Jobot Job is hosted by: Gabriel Ozuna Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $30 - $40 per hour A bit about us: We are a leading industrial manufacturer with an international presence that serves a wide range of clients across several different industries Why join us? Opportunity to to join a thriving organization Room for growth…",Adzuna::API::Response::Job,5825726746,73675.95,33.995436,1,73675.95,https://www.adzuna.com/details/5825726746?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:08Z,-118.399869,Maintenance Technician - Injection Molding,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Culver City']","Culver City, Los Angeles County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjcxNiIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.4-QROtXOqglepvJXTHbfkXR2p8mDKBYsVPoJxwLF-YM,"Program Manager — Space, Satellite & Propulsion / Composites — $135k to $175k Base  Bonus — Long Beach / Onsite — Nationally Recognized Space & Defense Company This Jobot Job is hosted by: Billy Surch Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $160,000 - $200,000 per year A bit about us: Based in Long Beach, we are a nationally recognized space and defense company delivering advanced design, engineering, and vertically integrated manuf…",Adzuna::API::Response::Job,5825726716,147197.9,33.8232,1,147197.9,https://www.adzuna.com/details/5825726716?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-118.25851,Aerospace Program Manager,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Long Beach']","Long Beach, Los Angeles County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW5oOGo0Q084UkdOek9fZlFkOU9MZyIsImkiOiI1ODI1NzI2NzE4In0.Jrq3sL-WfSuvQQjFdByCYYCIUnkgXaWVh_hqBbQw_SU,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Asheville, NC Agency: Cynet Health Pay: $1,812 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Cynet Health to find a qualified ER/Trauma RN in Asheville, North Carolina, 28801! Job Title: RN Profession: Registered Nurse Specialty: Emergency Department Duration: 13 weeks Shift: 06:45 - 19:15 Hours per Shift: 12 Experience: 2 ye…",Adzuna::API::Response::Job,5825726718,7246.0,35.592746,0,7246.0,https://www.adzuna.com/details/5825726718?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-82.556456,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,812 per week in Asheville, NC",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Buncombe County', 'Asheville']","Asheville, Buncombe County",TravelNurseSource,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjc0NCIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.CApcxQcCsol3XAYQ0Oy3SPVavzSq2acwW0N_74jUw34,"Attorney (EPL / Employment Practices Liability) — $150k to $180k Base  Bonus — Partnership Track — Chicago / Hybrid This Jobot Job is hosted by: Stanton Sikorski Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $150,000 - $180,000 per year A bit about us: Founded more than 20 years ago, we are a full-service midsize law firm across Chicago and Indianapolis delivering the depth and resources of a large firm alongside the agility and individua…",Adzuna::API::Response::Job,5825726744,169085.6,,1,169085.6,https://www.adzuna.com/details/5825726744?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,,Attorney (EPL / Employment Practices Liability) — Partnership Track — Chicago / Hybrid,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW5oOGo0Q084UkdOek9fZlFkOU9MZyIsImkiOiI1ODI1NzI2NzI2In0.koD4KPRhUZLyK5jzJ5lsZOhqyOVLb4Sd1svyjw8-qok,"Registered Nurse (RN) | Progressive Care Unit Location: Ann Arbor, MI Agency: Cynet Health Pay: $2,148 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Cynet Health to find a qualified PCU RN in Ann Arbor, Michigan, 48106! Job Title: RN PCU Profession: RN Specialty: PCU Duration: 13 weeks Shift: 07:00 PM - 07:30 AM Hours per Shift: 12.5 Experience: Minimum of 1 year License: RN License Ce…",Adzuna::API::Response::Job,5825726726,8591.0,42.269394,0,8591.0,https://www.adzuna.com/details/5825726726?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-83.851822,"Travel Nurse RN - Progressive Care Unit - $2,148 per week in Ann Arbor, MI",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Michigan', 'Washtenaw County', 'Ann Arbor']","Ann Arbor, Washtenaw County",TravelNurseSource,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjc0MSIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.oVMLfjF7w5IzofVMjn0_RzT-P11BxbDEZR4cxoGnq_E,"Hybrid Remote Civil Rights Litigation Attorney! This Jobot Job is hosted by: Sharon Brown Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $150,000 - $200,000 per year A bit about us: Our well-known law firm is looking for a seasoned Civil Rights Defense Litigation Attorney to join our team. This is a permanent position for an experienced attorney who is passionate about civil rights and has a proven track record in litigation. The successfu…",Adzuna::API::Response::Job,5825726741,130284.45,32.991155,1,130284.45,https://www.adzuna.com/details/5825726741?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-117.271148,Civil Rights Defense Litigation Attorney,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'Solana Beach']","Solana Beach, San Diego County",Jobot,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjcyNCIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.2t4s5hETAjhk5qRF7eAheCvTNkEuBFIGbDg81_YmAew,"Registered Nurse (RN) | Neonatal Intensive Care Unit Location: Charlotte, NC Agency: Cynet Health Pay: $2,377 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position Job Title: RN - Neonatal ICU Profession: RN Specialty: Neonatal ICU Duration: 13 weeks Shift: 12hr Night Shift Hours per Shift: 36 Experience: 2 years of strong Level 3 and/or Level 4 NICU experience. Must be comfortable in a high acuity, fast-paced environment. Lic…",Adzuna::API::Response::Job,5825726724,9508.0,35.232678,0,9508.0,https://www.adzuna.com/details/5825726724?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-80.846082,"Travel Nurse RN - Neonatal Intensive Care Unit - $2,377 per week in Charlotte, NC",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Cynet Health,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjcxOSIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.TJ6okpzsbIh07ny0H8o6uCBVzTiO36_Ss5LtWn40k6I,"Registered Nurse (RN) | Med/Surg / Telemetry Location: Columbus, OH Agency: Cynet Health Pay: $2,251 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 16 Weeks Start Date: 9/8/2026 About the Position TravelNurseSource is working with Cynet Health to find a qualified Med/Surg / Tele RN in Columbus, Ohio, 43210! Job Title: Registered Nurse Profession: Nursing Specialty: Medical-Surgical/Telemetry Duration: 16 weeks Shift: Night Hours per Shift: 12 Experience: Minimum of 2 …",Adzuna::API::Response::Job,5825726719,9004.0,40.103832,0,9004.0,https://www.adzuna.com/details/5825726719?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-83.020025,"Travel Nurse RN - Med/Surg / Telemetry - $2,251 per week in Columbus, OH",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Columbus']","Columbus, Franklin County",TravelNurseSource,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjcyMiIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.SbTeTk3TIIo3pv0oQAPOPVYwbzpLKzSKv9TbRmykJ1Y,"Registered Nurse (RN) | Medical-Surgical Location: Hanford, CA Agency: Cynet Health Pay: $2,268 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 8 Weeks Start Date: 8/17/2026 About the Position TravelNurseSource is working with Cynet Health to find a qualified Med/Surg RN in Hanford, California, 93230! Job Title: Registered Nurse - Med/Surg Profession: RN Specialty: Med/Surg Duration: 8 Weeks Shift: Day Shift Hours per Shift: 36 or 48 hours per week Experience: Preferred …",Adzuna::API::Response::Job,5825726722,9072.0,36.32745,0,9072.0,https://www.adzuna.com/details/5825726722?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-119.645684,"Travel Nurse RN - Medical-Surgical - $2,268 per week in Hanford, CA",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Kings County', 'Hanford']","Hanford, Kings County",TravelNurseSource,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW5oOGo0Q084UkdOek9fZlFkOU9MZyIsImkiOiI1ODI1NzI2NzM4In0.igQ9FTVJV_vfYCIi8sx2ZPjxlQduCoPIMMPLX7VfXRM,"Registered Nurse (RN) | Med/Surg / Telemetry Location: Greensboro, NC Agency: Cynet Health Pay: $1,990 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/24/2026 About the Position TravelNurseSource is working with Cynet Health to find a qualified Med/Surg / Tele RN in Greensboro, North Carolina, 27401! Job Title: Registered Nurse Profession: Nursing Specialty: Medical-Surgical / Telemetry Duration: 13 weeks Shift: Night Hours per Shift: 12 hours Ex…",Adzuna::API::Response::Job,5825726738,7959.0,36.067604,0,7959.0,https://www.adzuna.com/details/5825726738?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-79.756811,"Travel Nurse RN - Med/Surg / Telemetry - $1,990 per week in Greensboro, NC",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Guilford County', 'Greensboro']","Greensboro, Guilford County",TravelNurseSource,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW5oOGo0Q084UkdOek9fZlFkOU9MZyIsImkiOiI1ODI1NzI2NzMyIn0.Z1hxwrLhjCdAnOce6YW99kqNzwx24wiKSLbbajg4QOE,"Registered Nurse (RN) | Med/Surg / Telemetry Location: Greensboro, NC Agency: Cynet Health Pay: $1,990 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/24/2026 About the Position Job Title: Registered Nurse Profession: Nursing Specialty: Medical-Surgical / Telemetry Duration: 13 weeks Shift: Night Hours per Shift: 12 hours Experience: Minimum 2 years required License: Active license required Certifications: BLS, ACLS, NIHSS Must-Have: EKG proficie…",Adzuna::API::Response::Job,5825726732,7959.0,36.067604,0,7959.0,https://www.adzuna.com/details/5825726732?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-79.756811,"Travel Nurse RN - Med/Surg / Telemetry - $1,990 per week in Greensboro, NC",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Guilford County', 'Greensboro']","Greensboro, Guilford County",Cynet Health,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyNjc0NSIsInMiOiJRbmg4ajRDTzhSR056T19mUWQ5T0xnIn0.EYyxTg4mHxzZYKxy8hteKhMQyE-iqVIuV_feLya3_PE,"Complex, high-visibility projects – Work across sectors like higher education, hospitality, sports facilities, industrial, and large public builds This Jobot Job is hosted by: Kris Leishman Are you a fit? Easy Apply now by clicking the ""Quick Apply"" button and sending us your resume. Salary: $90,000 - $140,000 per year A bit about us: We’re hiring a Project Superintendent to lead field operations on large-scale commercial construction projects. This role is responsible for driving day-to-day ex…",Adzuna::API::Response::Job,5825726745,102080.39,39.77745,1,102080.39,https://www.adzuna.com/details/5825726745?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:06:07Z,-86.109012,Superintendent - Commercial Projects,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']","Indianapolis, Marion County",Jobot,Adzuna::API::Response::Company,,
