title,adref,redirect_url,salary_max,latitude,description,longitude,salary_is_predicted,created,salary_min,id,__CLASS__,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,category.tag,category.label,category.__CLASS__,contract_time,contract_type
Paramedic,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjM3In0.AvG3IKQ_gYPaIKdskQt1Zil9A2CsZO02Xi5PiU8qArI,https://www.adzuna.com/land/ad/5781236637?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=E408E736A3E537427E5C160EEBF82475372853CD,36447.0,47.130142,"Job Description Job Description Description: Located in the heart of Wenatchee Valley, Okanogan Valley and Grant County, sits LifeLine Ambulance-one of Washington State’s only remaining Primary 911 Response Companies. To the right Paramedic, LifeLine Ambulance is offering a Full-Time position in our Primary 911 Response System . Here, you will be able to practice and challenge your skills as a Paramedic. In each of our locations our employees will be offered many opportunities for outdoor recre…",-119.278077,1,2026-06-29T12:33:03Z,36447.0,5781236637,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Washington', 'Grant County', 'Moses Lake']","Moses Lake, Grant County","LifeLine Ambulance, Inc.",Adzuna::API::Response::Company,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Pest Control Technician,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjM4In0.8sG3f9a9Ep_wP6UPxKJvDmttaANYvlyiznDhQHdpTZU,https://www.adzuna.com/land/ad/5781236638?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=97287A7EE9385E406720E69BC373544AE564F270,36870.33,35.709666,"Job Description Job Description Get Moving, Stay Outdoors, Make an Impact Tired of being stuck behind a desk? Want to stay active and get rewarded for your results? Join our Asheboro, NC team as a Pest Control Technician - you'll be the hero in the field, protecting homes, solving problems, and making a visible impact every day. This isn't just a job. It's a fast-paced, high-reward opportunity for go-getters who like to move, think, and achieve. ________________________________________ What You…",-79.796052,1,2026-06-29T12:33:03Z,36870.33,5781236638,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Randolph County', 'Asheboro']","Asheboro, Randolph County",Terminix of the Triad,Adzuna::API::Response::Company,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,,
On-Call Maintenance Technician,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYzNCIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.g6i2vYq-S8ejP05WhkcsyLNK3iTP17IqirxK27LRv-E,https://www.adzuna.com/land/ad/5781236634?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=34BF8D4D400438E3BFEA9B150D920D37D1F84D37,37468.35,45.59191,"Job Description Job Description Description: Who We Are: Master Trade Services, Inc. (MTS) was established in 1981 for the purpose of providing trade support to the property management industry. Today, MTS provides a wide range of repair, disaster restoration, and construction service coverage throughout Minnesota, with a concentration in Central and Southern, MN. What We're Looking For: Master Trade Services is seeking a reliable, skilled On-Call Maintenance Technician to handle apartment main…",-94.166101,1,2026-06-29T12:33:03Z,37468.35,5781236634,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Benton County', 'Sauk Rapids']","Sauk Rapids, Benton County",Master Trade Serivces,Adzuna::API::Response::Company,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,,
TEST ENGINEER US Navy Submarine Fire Control or SONAR Technician,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjQzIn0.fsaTDMJCivAa3Jvv9POlEUnuafJJxiU3Tlfic2aHHoM,https://www.adzuna.com/land/ad/5781236643?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=0BDABE9F98257D685AE9ED2E368D076DCF89AAAA,79797.82,41.520541,"Job Description Job Description BYG-1 TEST TECHNICIAN MIKEL invests in people and technology – empowering the creative process, building responsive relationships, and propelling innovative solutions from conception to completion for the U.S. Navy. MIKEL is a small woman owned business that has been providing Undersea Warfare Solutions to the Department of Defense since the company’s inception in 1999. Be a part of our dynamic team whose solutions and services enable the Navy to solve their toug…",-71.263821,1,2026-06-29T12:33:03Z,79797.82,5781236643,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Rhode Island', 'Newport County', 'Middletown']","Middletown, Newport County",MIKEL INC,Adzuna::API::Response::Company,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,,
Litigation Paralegal,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYyOSIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.kjgy-u3IeeL8IpmdA72EGm8_bOW-K3cOGmwbmP-aHOw,https://www.adzuna.com/land/ad/5781236629?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=D8790DD3C2C4D6BC1E4DF31BA9FABF4AA2E0AAE0,70394.41,35.920884,"Job Description Job Description Bremer Whyte Brown & O'Meara, LLP is seeking a talented Paralegal to join our award-winning team in our Las Vegas office. We are a reputable and forward-thinking mid-sized law firm, recognized for our sixth consecutive year as a Best Law Firm® by U.S. News & World Report's Best Lawyers®. As a Paralegal, you will have an essential role in supporting our attorneys and clients and contributing to our continued success. This position will also include some secretaria…",-115.165201,1,2026-06-29T12:33:03Z,70394.41,5781236629,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Nevada', 'Clark County', 'Las Vegas']","Las Vegas, Clark County","Bremer Whyte Brown & O'Meara, LLP",Adzuna::API::Response::Company,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,,
0025 - Material Handling Equipment Specialist,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjMxIn0.D5E3MPI4sNbI4cb57ARe9jUc4vap8AZMF02udPOdea0,https://www.adzuna.com/land/ad/5781236631?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=9AF328723EE56D945C024A021774DAC9BD0BD99B,62306.89,21.442979,"Job Description Job Description Salary: DOE Job Purpose The purpose of this position is to support mission-critical logistics, sustainment, operational, facilities, training, and mission-enabling activities in support of U.S. Government and Department of Defense objectives throughout the Indo-Pacific region. Personnel in this role contribute to the planning, coordination, execution, and sustainment of complex operations in dynamic and geographically dispersed environments. The position supports…",-157.97263,1,2026-06-29T12:33:03Z,62306.89,5781236631,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu']","Honolulu, Hawaii","Alakai Services and Poe'hana Group, Inc.",Adzuna::API::Response::Company,energy-oil-gas-jobs,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,,
Lead Maintenance Technician - (Multi-Family),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjQ0In0.NV42SShFSbNnZ375SdmBsbu3UEZPp_1-GJro-b3tl9s,https://www.adzuna.com/land/ad/5781236644?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=4EBF00303BAE031FFF33D273F470AC09EBB39D8B,50147.04,32.798895,"Job Description Job Description Position: Lead Maintenance Technician - Multifamily Location: On-Site Reports To: Property Manager Industry: Multifamily Property Management Job Type: Full-Time | Must be available for occasional weekend needs SunRidge Management Group is a trusted name in multifamily property management with a strong track record of success and over 35 years of experience managing apartment communities across the country. From affordable housing to luxury lease-ups, we pride our…",-96.767002,1,2026-06-29T12:33:03Z,50147.04,5781236644,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas']","Dallas, Texas",Sunridge Management,Adzuna::API::Response::Company,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,,
Outside Sales Representative & Trainer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjQwIn0.U0CdKOWgr-mwSYmTELVTuzYA_KfwgfwvNWsIssnUDh8,https://www.adzuna.com/land/ad/5781236640?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=BD8DD9BD98774E7061670A59616FAA61DA0086C9,68399.02,45.143731,"Job Description Job Description Outside Sales Representative & Trainer Who We're Looking For: We are seeking adaptable, competitive, and ambitious individuals who thrive in a fast-paced environment. Candidates should be self-driven, goal-oriented, and have a proven track record of achieving objectives. We are looking for individuals who are enthusiastic, supportive, and passionate about building relationships in their communities, while contributing to a positive team atmosphere. Ideal candidat…",-122.855373,1,2026-06-29T12:33:03Z,68399.02,5781236640,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Oregon', 'Marion County', 'Woodburn']","Woodburn, Marion County",R.I.S.E. Financial,Adzuna::API::Response::Company,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,,
Assistant Project Manager,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYzNSIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.-RphbVSSRBUbWzvDafhdWR4ZH9L0erNxulSDXhb9gXQ,https://www.adzuna.com/land/ad/5781236635?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=3617A8C0D2268B5EA84D84B7A4D5C5ADAF327ED3,71640.97,33.987339,"Job Description Job Description Description: Job Overview: We are seeking an organized, detail-oriented, and proactive Assistant Project Manager to join our growing commercial construction team. The Assistant Project Manager will assist in managing all aspects of construction projects, including budgeting, scheduling, quality control, safety, and coordination with internal and external stakeholders. This role will work closely with Project Managers and other team members to ensure projects are …",-81.036821,1,2026-06-29T12:33:03Z,71640.97,5781236635,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Richland County', 'Columbia']","Columbia, Richland County",MCCRORY CONSTRUCTION LLC,Adzuna::API::Response::Company,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,,
Senior MEP Project Manager,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYwMSIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.BnWoaSZXY1p7lvWJYwtIF0p1bnPMqHpE_VJyQ6Lfp0Y,https://www.adzuna.com/land/ad/5781236601?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=764E28D7449B9EE71FB2872A173629E47AB3165E,108825.17,33.755711,"Job Description Job Description Senior Mechanical Project Manager (Traveling) Nationwide Projects | Full-Time Travel Required Confidential Opportunity – Partnered with a Leading Mechanical Contractor We are partnered with a reputable, national mechanical contractor seeking a Traveling Senior Project Manager to lead large-scale HVAC and mechanical construction projects across the U.S. About the Role As a Senior Project Manager, you will lead projects from preconstruction through closeout, ensuri…",-84.388372,1,2026-06-29T12:33:02Z,108825.17,5781236601,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'Atlanta']","Atlanta, Fulton County",Solid Rock Recruiting LLC,Adzuna::API::Response::Company,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,,
Calibration Technician/Tool Calibrator,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYxOCIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.TMdFwrb2lB30P1JUyY0J-QkZxoGhWGR57hh6DhBNSvA,https://www.adzuna.com/land/ad/5781236618?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=715740AD8758C69A46B2C03DA4EA92752C07430A,49973.74,30.522972,"Job Description Job Description Segers Aero Corporation located in Fairhope, AL is hiring a Calibration Tech to join our team. We offer a competitive benefits package and a 9/80 work schedule that includes every other Friday off. Apply today! Purpose of position: To maintain the calibration lab, instruments, tooling, and equipment. Essential Functions: (must be able to perform these functions, with or without a reasonable accommodation. Maintain, test, and repair a variety of instrumentation an…",-87.903326,1,2026-06-29T12:33:02Z,49973.74,5781236618,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Alabama', 'Baldwin County', 'Fairhope']","Fairhope, Baldwin County",Segers Aero Corporation,Adzuna::API::Response::Company,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,,
Guest Services Receptionist,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjIyIn0.N1dzNTru_r1mcUrb21rvfhJWgI7jminFk6X5jULZbHw,https://www.adzuna.com/land/ad/5781236622?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=FD4F6E252215C71380132CFD1E7AA0536B10BFDE,43015.03,26.237305,"Job Description Job Description Benefits: Bonus based on performance Employee discounts Free food & snacks Opportunity for advancement Training & development Why youll love us: Blo is the industry leader, with over 100 North American locations and growing. Blo is a recognized brand with an international presence in the hair and beauty industry. Amazing product partnerships including: UNITE hair care and Glo Skin Beauty, who support and love our salon staff as much as we do. Dedicated to our ext…",-80.114941,1,2026-06-29T12:33:02Z,43015.03,5781236622,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Florida', 'Broward County', 'Pompano Beach']","Pompano Beach, Broward County",Blo Coral Springs,Adzuna::API::Response::Company,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,,
"Part-Time Dental/Clinical Assistant - Pittsburgh, PA",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYyNiIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.2VajT-sg4GQcupyvbAHUJpmnWNTN2wcBZ1XovEQ9-7Q,https://www.adzuna.com/land/ad/5781236626?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=823D484BE468689AD43FBE5E44228CB0C77CE771,32184.0,40.328414,"Job Description Job Description  Dental Assistant Part-Time - Pittsburgh Metro Part-Time Dental Assistant  Pittsburgh, PA Make a Difference Through Mobile Dental Care Comprehensive Mobile Care (CMC) is looking for a compassionate and dependable Part-Time Dental Assistant to join our growing dental team serving seniors in an outpatient clinic setting in Pittsburgh, PA. This is a unique opportunity to provide essential dental care to older adults who may otherwise face barriers to treatment. If y…",-79.802371,1,2026-06-29T12:33:02Z,32184.0,5781236626,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Mckeesport']","Mckeesport, Allegheny County",Comprehensive Mobile Care,Adzuna::API::Response::Company,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,,
Maintenance Mechanic 3 - 12-hr Night Shift Front Half (7pm - 7am),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjU5MiIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.9TBAs49rZoJ01dxSMlkwbKgzcdZqpyltibbKp0JRXlo,https://www.adzuna.com/land/ad/5781236592?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=7AC82C98FD457BC53423E6724267292ED9E97D4E,51865.45,44.842253,"Job Description Job Description Company Description RRD is a leading global provider of marketing, packaging, print, and supply chain solutions that elevate engagement across the complete customer journey. The company offers the industry’s most trusted portfolio of creative execution and world-wide business process consulting, with services designed to lower environmental impact. With 22,000 clients, including 93% of the Fortune 100, and 32,000 employees across 28 countries, RRD brings the expe…",-93.550907,1,2026-06-29T12:33:02Z,51865.45,5781236592,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Carver County', 'Chanhassen']","Chanhassen, Carver County",RR Donnelley,Adzuna::API::Response::Company,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,,
Automotive Mechanics,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjI3In0.KHePv9xHO6QacLbt35DbQekvyTBJ-zS-N6GM9v2e6v8,https://www.adzuna.com/land/ad/5781236627?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=7D8B8632CA16F6AAF2E34BBC21F0306CC2AE729A,65891.09,41.767575,"Job Description Job Description Mavis Tires & Brakes at Discount Prices - Automotive Mechanics Put your career into high gear with Mavis Tires & Brakes at Discount Prices ! We're looking for full-time Automotive Mechanics to join Team Mavis at one of our state-of-the-art automotive service, repair, and tire sales centers in the Towanda, PA area. With over 2,000 retail locations, Mavis is one of the largest tire sales and automotive repair chains in the United States. About the Position of Autom…",-76.442719,1,2026-06-29T12:33:02Z,65891.09,5781236627,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Bradford County', 'Towanda']","Towanda, Bradford County",Mavis Tire Supply,Adzuna::API::Response::Company,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,,
Facilities Services Technician,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYxMSIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.dY63D7RPWurerTEmJ1RGl8qPaA7PWocGLe1tEm74OwI,https://www.adzuna.com/land/ad/5781236611?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=D60BCF69794BF91B94F5B2EB8BF50D2E888F910D,44605.57,40.735075,"Job Description Job Description The Facilities & Building Services Technician is responsible for the safe, efficient, and continuous operation of building systems within a 24/7 hospital environment. This role ensures critical infrastructure, including HVAC, mechanical, electrical, plumbing, and fire life safety systems, are maintained to the highest standards. The technician plays a key role in supporting hospital operations, regulatory compliance, and emergency response, with an emphasis on Fi…",-74.173906,1,2026-06-29T12:33:02Z,44605.57,5781236611,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Essex County', 'Newark']","Newark, Essex County",Schwarzman Animal Medical Center,Adzuna::API::Response::Company,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
