description,created,salary_max,id,longitude,title,redirect_url,adref,salary_min,latitude,salary_is_predicted,__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"Position Title: Title IX, Equal Opportunity Director Department: Equal Opportunity Advertised Pay: Competitive Campus Location: Washburn University Application Review: Application review will begin as applications are received and will continue until the position is filled. Position Summary: The Title IX, Equal Opportunity Director serves as a member of the President's Executive Staff and proactively promotes a respectful work and learning environment. The employee must maintain a high level of…",2026-08-22T09:11:50Z,79693.17,5852498862,-95.672143,"Title IX, Equal Opportunity Director",https://www.adzuna.com/details/5852498862?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg2MiIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.XiPq1ROU-uOZIVr9HGrUodypSmOjmcCPMO2Q0mkdpUE,79693.17,39.054172,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Washburn University,"['US', 'Kansas', 'Shawnee County', 'Topeka']",Adzuna::API::Response::Location,"Topeka, Shawnee County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,
"Pilkington North America , one of the world’s largest glassmakers, manufactures and distributes automotive and flat glass for the automotive and building industries. We have been part of the Nippon Sheet Glass (NSG) group since 2006. Come start your CAREER with Pilkington NSG Group, a power brand and industry leader that trains, develops our team be ready for promotions and growth! Essential Functions: Delivers glass to customers promptly Develops and maintains good customer relations on delive…",2026-08-22T09:11:50Z,44937.5,5852498861,-84.532848,NON - CDL Delivery Driver/Warehouse - Evenings,https://www.adzuna.com/details/5852498861?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODYxIn0.UWz8yimHz08sB1vr7S6qjiBewwb0lB9H-Cg6hUW7vR8,44937.5,33.715199,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Salaried/Skilled Trades NSG Group,"['US', 'Georgia', 'Fulton County', 'Red Oak']",Adzuna::API::Response::Location,"Red Oak, Fulton County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"It's fun to work in a company where people truly BELIEVE in what they're doing! We're committed to bringing passion and customer focus to the business. Summary The Medical Assistant is responsible for all departmental functions aligned with the mission, vision, and goals of PM Pediatrics. The Medical Assistant roles is an opportunity for a pediatric medical assistant to apply their skills in a pediatric urgent care setting and assist with primary patient care based on individual patient needs w…",2026-08-22T09:11:50Z,54080.0,5852498863,-74.172726,"Medical Assistant (Part-Time) Holmdel, NJ",https://www.adzuna.com/details/5852498863?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg2MyIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.t58ctunSeaZLzw3D_0Ih6ngpv4jpmA2rA-UuYLUVF1Y,37440.0,40.37571,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,PM Pediatrics,"['US', 'New Jersey', 'Monmouth County', 'Holmdel']",Adzuna::API::Response::Location,"Holmdel, Monmouth County",Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,part_time,
"SPECIALIST, DRIVER DEVELOPMENT SHIPPENSBURG USX TERMINAL M-F 0700 - 1700 Position open to remote: No Grade: HR11 Compensation Range: 0 Who We Are: Relentlessly Delivering Big Ideas. U.S. Xpress is one of the nation’s largest asset-based trucking companies. But the most valuable asset we offer isn’t tractors, trailers, or even our exclusive, cutting-edge technology. It’s the collective brainpower of thousands of visionaries and problem-solvers. Together, we are revolutionizing the transportation…",2026-08-22T09:11:49Z,88017.18,5852498858,-77.512558,"Specialist, Driver Development",https://www.adzuna.com/details/5852498858?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg1OCIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.Tm4LAZoN3ibl1A-Sa-C-geFC2peQnVl8m54TcjBlmu4,88017.18,40.05291,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,U.S. Xpress,"['US', 'Pennsylvania', 'Cumberland County', 'Pinola']",Adzuna::API::Response::Location,"Pinola, Cumberland County",Adzuna::API::Response::Category,HR & Recruitment Jobs,hr-jobs,,
"R1 is the leading provider of technology-driven solutions that transform the patient experience and financial performance of hospitals, health systems, and medical groups. We are the one company that combines the deep expertise of a global workforce of revenue cycle professionals with the industry’s most advanced technology platform, encompassing sophisticated analytics, AI, intelligent automation, and workflow orchestration. The Clinical Data Operations Analyst III is a core technical contribu…",2026-08-22T09:11:49Z,145934.0,5852498859,,Senior Clinical Data Operations Analyst III,https://www.adzuna.com/details/5852498859?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODU5In0.mbnKncxezvtUSAnwxFaRfqv4iRG8u_e69vHfx3xn_2s,65000.0,,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,R1,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
"ConVerdia Health Staffing- Staffing temporary and permanent jobs across the nation, ConVerdia Health Staffing assists RNs, LPNs, CNAs, Allied Healthcare professionals, Therapists, Physicians, and more. Work one on one with one of our committed recruiters to find the best fit for your future.",2026-08-22T09:11:47Z,28995.71,5852498853,-98.34312,RN - Ltc,https://www.adzuna.com/details/5852498853?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODUzIn0.8txqWX94D_BXaDUtxWNMiz-9OU4-PbHfKDkoSOzu0K0,28995.71,48.03684,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Lakota,"['US', 'North Dakota', 'Nelson County', 'Lakota']",Adzuna::API::Response::Location,"Lakota, Nelson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,permanent
Job Title: Special Education Teacher Company: EDU-AIDs Position Type: Full-Time Job Summary EDU-AIDs is seeking a dedicated and passionate Special Education Teacher to join our team. The ideal candidate will have a strong commitment to fostering an inclusive learning environment that meets the diverse needs of students with disabilities. Key Responsibilities Develop and implement individualized education plans (IEPs) for students with special needs. Provide direct instruction in a variety of se…,2026-08-22T09:11:47Z,66082.14,5852498854,-72.413979,Special Education Teacher,https://www.adzuna.com/details/5852498854?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg1NCIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.BmVEtLEMVUHSKG4sdAZTrwVs-WWK4_TBPN8FPn4_Ysc,66082.14,41.683381,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,EDU-AIDs,"['US', 'Connecticut', 'Tolland County', 'Hebron']",Adzuna::API::Response::Location,"Hebron, Tolland County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,
"Description Here at We Care Air Plumbing Heating & Air , we are friends united as a team with a common goal: We Care to go the extra mile! For over 20 years, We Care has served Southern California as the premier residential and commercial plumbing, heating, and air conditioning company. We attribute our success to our amazing employees, and in turn, we are committed to their health, career development, and work-life balance. We believe in compensating our employees well so that they can create …",2026-08-22T09:11:47Z,125000.0,5852498855,-117.215593,HVAC Service Technician,https://www.adzuna.com/details/5852498855?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg1NSIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.Y9Z8fCzunk2AR-Rlbz-cxPzkvmc31RbPd5D-wULUEi0,85000.0,33.576413,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Any Hour Group,"['US', 'California', 'Riverside County', 'Murrieta Hot Springs']",Adzuna::API::Response::Location,"Murrieta Hot Springs, Riverside County",Adzuna::API::Response::Category,Travel Jobs,travel-jobs,full_time,
"Description Your privacy is important to us. All applications are strictly confidential. Refuah Health is a federally qualified health center offering comprehensive care in Rockland and Sullivan Counties. We are over one hundred healthcare professionals strong with three decades’ experience providing unparalleled patient care. As an FQHC, we specialize in accessible and affordable care for low income and high-risk residents. We believe in the power of people to create great care and we are invi…",2026-08-22T09:11:46Z,56160.0,5852498850,-74.04798,Phlebotomist,https://www.adzuna.com/details/5852498850?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODUwIn0.GA6JK0xh7Lg0L_zz1lso1XGreNdx83wxJryMeXNdwB8,41600.0,41.11536,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Refuah Health Center,"['US', 'New York', 'Rockland County', 'Spring Valley']",Adzuna::API::Response::Location,"Spring Valley, Rockland County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
"We are looking for an experienced Special Educator with strong collaborative skills to work closely with other educators, students and families to provide special education services and supports at the middle and high school level. Candidates would ideally have a strong background in specialized literacy, math instruction and/or strong background in supporting students with social-emotional needs. Candidates should be able to work creatively and collaboratively to create an environment that inv…",2026-08-22T09:11:46Z,38556.73,5852498851,-72.5778,Special Education Teacher - .40 FTE,https://www.adzuna.com/details/5852498851?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODUxIn0.d_3BHk1w1D6s1378-yYUKT-H_LZ9xSPx8y-kakPWPAQ,38556.73,44.26064,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Washington Central Unified Union School District,"['US', 'Vermont', 'Washington County', 'Montpelier']",Adzuna::API::Response::Location,"Montpelier, Washington County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,part_time,
"Ohio is a Disability Inclusion State and strives to be a model employer of individuals with disabilities. The State of Ohio is committed to providing access and inclusion and reasonable accommodation in its services, activities, programs and employment opportunities in accordance with the Americans with Disabilities Act (ADA) and other applicable laws. This role provides high level administrative, operational, and coordination support to the Chief Information Officer (CIO) within the Ohio Depar…",2026-08-22T09:11:45Z,94879.91,5852498847,-83.003268,Program Administrator 2,https://www.adzuna.com/details/5852498847?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODQ3In0.KpZmWM8MLIFL1YJ3dg4ywiTyVucSO8Sfh1myPS_w7k0,94879.91,39.964263,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,State of Ohio,"['US', 'Ohio', 'Franklin County', 'Grandview Heights']",Adzuna::API::Response::Location,"Grandview Heights, Franklin County",Adzuna::API::Response::Category,Admin Jobs,admin-jobs,full_time,
"Description Role Overview Our Kitchen, or as we like to say at Chili's our Heart of House, Team Members are responsible for setting the pace for a great shift, every shift. They provide dependable, fast service that is absolutely Chili's. If you take pride in great team work, then we want to hear from you! Responsibilities Properly learn and execute all of our recipe procedures Maintain cleanliness throughout kitchen Follow company safety and sanitation policies and procedures Communicate ticke…",2026-08-22T09:11:45Z,36956.26,5852498848,-73.762077,Line Cook - Somers Chili's,https://www.adzuna.com/details/5852498848?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg0OCIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.aCnotTkc5l9DrHStfwAT_tUez2jYfcWvUS3nQLGI3OY,36956.26,41.347594,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Chili's,"['US', 'New York', 'Putnam County', 'Baldwin Place']",Adzuna::API::Response::Location,"Baldwin Place, Putnam County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,contract
"Pay range 16.98 - 19.81 Hourly with the ability to participate in a sales incentive bonus pay program. The compensation displayed is a good faith estimate for this position. At Swarovski, your ideas are valued, and your work helps create unforgettable moments for our customers every day. Ready to bring brilliance to life with one of the most iconic brands in fashion and design? Join our retail team and be part of a culture where service meets style, and every interaction reflects the pop luxury…",2026-08-22T09:11:44Z,45828.93,5852498841,-71.066119,"Retail Sales Consultant - Part Time - Prudential Center - Boston, MA",https://www.adzuna.com/details/5852498841?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODQxIn0.QHrltbW1PrO3eKlep_jvx9QUalDaxf0brYE8mIWAQ8I,45828.93,42.354856,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Swarovski,"['US', 'Massachusetts', 'Suffolk County', 'Boston']",Adzuna::API::Response::Location,"Boston, Suffolk County",Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,part_time,
"About Our Company We’re a physician-led, patient-centric network committed to simplifying health care and bringing a more connected kind of care. Our primary, multispecialty, and urgent care providers serve millions of patients in traditional practices, patients' homes and virtually through VillageMD and our operating companies Village Medical , Village Medical at Home , Summit Health , CityMD , and Starling Physicians . When you join our team, you become part of a compassionate community of pe…",2026-08-22T09:11:44Z,56305.0,5852498837,-74.043474,Medical Assistant - Podiatry/Orthopedics,https://www.adzuna.com/details/5852498837?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODgzNyIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.L4DHsuVeWa8Y5FGHlN2j_BZxmiLAiFy4iDogZEYrzKA,45801.0,40.885933,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Summit Health CityMD,"['US', 'New Jersey', 'Bergen County', 'Hackensack']",Adzuna::API::Response::Location,"Hackensack, Bergen County",Adzuna::API::Response::Category,Admin Jobs,admin-jobs,full_time,contract
"Description Are you interested in promoting the benefits of student involvement as a learning experience? Do you want to enhance the college experience by providing welcoming, intellectual, and social opportunities that engage students in the daily life of USM? Student Engagement and Belonging at the University of Southern Maine is seeking a Coordinator to join their team. Student Engagement and Belonging is one of most integral departments in Student Affairs at the University of Southern Maine…",2026-08-22T09:11:44Z,35889.27,5852498839,-70.256878,Coordinator of Student Engagement and Belonging,https://www.adzuna.com/details/5852498839?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODM5In0.BuOyGOXlUT4bstSU3yCM7QLVwpRdyyEH4njOJmc_YHw,35889.27,43.662996,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,University of Maine,"['US', 'Maine', 'Cumberland County', 'Portland']",Adzuna::API::Response::Location,"Portland, Cumberland County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,
"We are looking for enthusiastic individuals to join our team as Behavior Technicians. As a Behavior Technician, you will have the opportunity to make a real difference in the lives of children with autism. In this role, you will work one-on-one with children, implementing individualized behavior intervention plans under the guidance of a Board Certified Behavior Analyst (BCBA). You will use evidence-based techniques to teach communication, social, and daily living skills while reducing interfer…",2026-08-22T09:11:44Z,49920.0,5852498838,-112.07,Spanish Speaking Behavior Technician,https://www.adzuna.com/details/5852498838?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODM4In0.pfuyIlM9g8czQIc7hEFyzrngI6gp8M5IIeMmIRix8EU,37440.0,33.45,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Centria Autism,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,"Phoenix, Maricopa County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Store 4701218: 602 N Main St, Jacksonville, Illinois 62650 Shift Availability Days & Evenings & Overnight Time Type Full time Assistant Manager We want you to join our team as an Assistant Manager. If you have the desire to be challenged, work in a fast-paced, fun environment and create a career in management – look no further. As an assistant manager, you will enjoy: Medical, Vision, Dental, & Life Insurance/Short & Long Term Disability Flexible Schedules Weekly Pay Paid Vacations Large, Stabl…",2026-08-22T09:11:43Z,35880.0,5852498834,-90.22901,Store Assistant Manager,https://www.adzuna.com/details/5852498834?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODM0In0.jibGGXuhxLprbkSYSgystuR0HyWEm-6HwFejw9BPJks,35360.0,39.733936,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Circle K Stores,"['US', 'Illinois', 'Morgan County', 'Jacksonville']",Adzuna::API::Response::Location,"Jacksonville, Morgan County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
