description,latitude,redirect_url,created,contract_time,salary_is_predicted,salary_max,__CLASS__,adref,longitude,id,title,salary_min,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.tag,category.__CLASS__,category.label,contract_type
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. Job Description ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! Tool allowance included to support your trade. Our Diesel Mechanics start at $25…,38.760338,https://www.adzuna.com/details/5812403442?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:48Z,full_time,1,62413.76,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDQyIn0.nKAeorX0IwvT5BZ1oht6VvFHYwoRtd-EIIuS2114K7w,-82.167756,5812403442,Fleet Mechanic,62413.76,Adzuna::API::Response::Company,"US Foods, Inc.","Gallipolis, Gallia County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Gallia County', 'Gallipolis']",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. JOIN THE US FOODS TEAM! Ready to build a career with a company that’s leading the foodservice industry? $28 -…",42.292833,https://www.adzuna.com/details/5812403443?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:48Z,full_time,1,41896.43,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDQzIn0.OsQpN_Z837FzF0CpgJcNjXYfFBEDVOyg6dSofEF9RkM,-83.31477,5812403443,Electro Mechanical Facilities Technician,41896.43,Adzuna::API::Response::Company,"US Foods, Inc.","Inkster, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Inkster']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",40.340521,https://www.adzuna.com/details/5812403436?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:47Z,full_time,1,46584.91,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDM2In0.1ATQ5acUq9jg0LyLvGqvyCf2ZE6npBCjLErNP-ZcmlU,-75.804143,5812403436,Maintenance Mechanic,46584.91,Adzuna::API::Response::Company,"US Foods, Inc.","Stonersville, Berks County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Berks County', 'Stonersville']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. JOIN THE US FOODS TEAM! Ready to build a career with a company that’s leading the foodservice industry? $28 -…",42.74568,https://www.adzuna.com/details/5812403439?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:47Z,full_time,1,45566.66,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDM5In0.yByU_Nc9k3LDMb9vv3YipRx8H9PLyW6qLHKeFts5IWE,-84.48378,5812403439,Electro Mechanical Facilities Technician,45566.66,Adzuna::API::Response::Company,"US Foods, Inc.","East Lansing, Ingham County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Ingham County', 'East Lansing']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"Job Description: We Deliver the Goods: Competitive pay and benefits, including Day 1 Health & Wellness Benefits, Employee Stock Purchase Plan, 401K Employer Matching, Education Assistance, Paid Time Off, and much more Growth opportunities performing essential work to support America’s food distribution system Safe and inclusive working environment, including culture of rewards, recognition, and respect Job Summary: Responsible for the development of independent account business, with emphasis o…",27.795895,https://www.adzuna.com/details/5812403437?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:47Z,full_time,1,60351.28,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQzNyIsInMiOiJwZ3c4MmFtRzhSR2xVck54WWMyR2FBIn0.XsPmgBZdOVe5FWQTZ_EusTDcXx05WjNe4WFLcHff9g8,-97.401825,5812403437,Sales Representative,60351.28,Adzuna::API::Response::Company,Performance Foodservice,"Corpus Christi, Nueces County",Adzuna::API::Response::Location,"['US', 'Texas', 'Nueces County', 'Corpus Christi']",sales-jobs,Adzuna::API::Response::Category,Sales Jobs,contract
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! THIS POSITION DISPATCHES FROM OUR FAIRHAVEN, VT YARD We Help YOU Make It! $15,000 RETENTION BONUS FOR ELIGIBLE NEW HIRES! Our Delivery Drivers start at: $31.19 per hour Increased to $36.71 per hour once training is successfully completed. 401K with 2% automatic company contribution plus company match up to an additional 6% Medical Bene…",43.939846,https://www.adzuna.com/details/5812403438?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:47Z,full_time,1,69500.94,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDM4In0.1p9l3gwIOKu8bJsaWjFs1U-7MRgdFQDY8lUIlbRMhr8,-72.673455,5812403438,"Delivery Driver - Fair Haven, VT",69500.94,Adzuna::API::Response::Company,"US Foods, Inc.","Randolph, Orange County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Orange County', 'Randolph']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! Compensation depends on relevant experience and/or education, specific skills, function, geographic location, and other factors as applicable by law. The expected base rate for this role is between $27.02 and $31.79. As applicable, this role will also receive overtime compensation. Benefits for this role may include health insurance, p…",33.412936,https://www.adzuna.com/details/5812403435?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:47Z,full_time,1,78753.45,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQzNSIsInMiOiJwZ3c4MmFtRzhSR2xVck54WWMyR2FBIn0.bUkAwYwHd8L1NUV3hPC460EVUdTPG6Z7-hkgxcUp7Rw,-111.56972,5812403435,Delivery Driver,78753.45,Adzuna::API::Response::Company,"US Foods, Inc.","Apache Junction, Pinal County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Pinal County', 'Apache Junction']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,contract
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. JOIN THE US FOODS TEAM! Ready to build a career with a company that’s leading the foodservice industry? $28 -…",41.905713,https://www.adzuna.com/details/5812403431?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:45Z,full_time,1,54625.21,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDMxIn0.AiP5oI-pjr_vQALPeJBO8y8-zBTXB9QyKyYQh4XslXc,-83.426164,5812403431,Electro Mechanical Facilities Technician,54625.21,Adzuna::API::Response::Company,"US Foods, Inc.","Frenchtown, Monroe County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Monroe County', 'Frenchtown']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. ​ JOIN OUR FLEET TEAM! Tool allowance included to support your trade. Our Diesel Mechanics start at $28.00/hour DOE 401K with 2% automatic company contribution plus company match up to an additional 6%. Medical Benefits Start Day O…,36.15183,https://www.adzuna.com/details/5812403430?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:45Z,full_time,1,62781.8,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQzMCIsInMiOiJwZ3c4MmFtRzhSR2xVck54WWMyR2FBIn0.sx9NhMOPMZvBBwbLMa0C3XkzcfdkJtcHoUUVrAlb4nk,-86.009319,5812403430,Fleet Mechanic,62781.8,Adzuna::API::Response::Company,"US Foods, Inc.","Gordonsville, Smith County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Smith County', 'Gordonsville']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. Tool allowance included to support your trade. Our Diesel Mechanics start at $40.00 – $45.00/hour depending on experience! 401K with 2% automatic company contribution plus company match up to an additional 6%. Medical Benefits Star…,45.666641,https://www.adzuna.com/details/5812403429?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:45Z,full_time,1,178652.16,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDI5In0.05-OXcfkBnRXFL0lPNK2hfxIIFm91ozInZWy9K5VoSU,-122.52337,5812403429,Reefer Tech,178652.16,Adzuna::API::Response::Company,"US Foods, Inc.","Orchards, Clark County",Adzuna::API::Response::Location,"['US', 'Washington', 'Clark County', 'Orchards']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. Tool allowance included to support your trade. Our Diesel Mechanics start at $40.00 – $45.00/hour depending on experience! 401K with 2% automatic company contribution plus company match up to an additional 6%. Medical Benefits Star…,45.351243,https://www.adzuna.com/details/5812403425?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:44Z,full_time,1,116207.72,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQyNSIsInMiOiJwZ3c4MmFtRzhSR2xVck54WWMyR2FBIn0.oanfq9nr7xSolddchNCUBrhhUImiHbbtSqzdVlzTLvU,-123.216479,5812403425,Reefer Tech,116207.72,Adzuna::API::Response::Company,"US Foods, Inc.","Yamhill, Yamhill County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Yamhill County', 'Yamhill']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. Compensation depends on relevant experience and/or education, specific skills, function, geographic location, and other factors as applicable by law. The expected base rate for this role is 33.80 per hour. This role will also recei…",37.963196,https://www.adzuna.com/details/5812403427?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:44Z,full_time,1,74587.23,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDI3In0.ey4-c4B4ZkdtKZJVPhR187aLJaG_mvPss6e5RgIBhLw,-121.261064,5812403427,Associate Fleet Mechanic,74587.23,Adzuna::API::Response::Company,"US Foods, Inc.","Stockton, San Joaquin County",Adzuna::API::Response::Location,"['US', 'California', 'San Joaquin County', 'Stockton']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. MAINTENANCE MECHANIC BECOME A US FOODS® TEAM MEMBER! We help YOU make it! US FOODS® is one of the largest foo…",35.584,https://www.adzuna.com/details/5812403428?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:44Z,full_time,1,51693.56,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDI4In0.71m-I0elAkMTJ221izEan4TxwNuEaWoMjGX-M8n02pk,-97.57444,5812403428,Maintenance Mechanic,51693.56,Adzuna::API::Response::Company,"US Foods, Inc.","Village, Oklahoma County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Village']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",41.016377,https://www.adzuna.com/details/5812403422?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:42Z,full_time,1,44853.62,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDIyIn0.mqPPW6ZVql2fF53OrNxptZ2K120-1CNr04P1m9R7CTA,-75.899784,5812403422,Maintenance Mechanic,44853.62,Adzuna::API::Response::Company,"US Foods, Inc.","Freeland, Luzerne County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Luzerne County', 'Freeland']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",41.148221,https://www.adzuna.com/details/5812403418?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:41Z,full_time,1,44849.48,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQxOCIsInMiOiJwZ3c4MmFtRzhSR2xVck54WWMyR2FBIn0.Li6y7mKDjU-kzOzg7oPu5HJ_O-lRUngBX_E7msjBZZg,-75.268699,5812403418,Maintenance Mechanic,44849.48,Adzuna::API::Response::Company,"US Foods, Inc.","Laanna, Monroe County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Monroe County', 'Laanna']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",40.600567,https://www.adzuna.com/details/5812403420?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:41Z,full_time,1,46179.52,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQyMCIsInMiOiJwZ3c4MmFtRzhSR2xVck54WWMyR2FBIn0.TlSQrY2LIhchdpfQKwNV9vf_k3q3Nm4ACCDrrr90OLA,-74.760728,5812403420,Maintenance Mechanic,46179.52,Adzuna::API::Response::Company,"US Foods, Inc.","Whitehouse Station, Hunterdon County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Hunterdon County', 'Whitehouse Station']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. Compensation depends on relevant experience and/or education, specific skills, function, geographic location, and other factors as applicable by law. The expected base rate for this role is 33.80 per hour. This role will also recei…",37.376099,https://www.adzuna.com/details/5812403417?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:40Z,full_time,1,87613.6,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQxNyIsInMiOiJwZ3c4MmFtRzhSR2xVck54WWMyR2FBIn0.PLp_1-tlkBksKbvpPte6-KBEPo2bxk3Y6pGV2Ju_5M8,-122.02194,5812403417,Associate Fleet Mechanic,87613.6,Adzuna::API::Response::Company,"US Foods, Inc.","Sunnyvale, Santa Clara County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Sunnyvale']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? We help YOU make it! $35/hour Schedule Monday - Tuesday - Thursday - Friday 4AM - 3PM Benefits medical, dental, vision, 401K, life insurance, strong safety culture, and much more! Excellent local leadership. US Foods is one of the largest food distributors …",39.540947,https://www.adzuna.com/details/5812403413?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:39Z,full_time,1,92147.92,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicGd3ODJhbUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDAzNDEzIn0.ptdQwGsSAQrloQBoIqGkSiKKjcsZKXbcAtXZQgZ72GQ,-94.312131,5812403413,CDL A Delivery Driver,92147.92,Adzuna::API::Response::Company,"US Foods, Inc.","Lathrop, Clinton County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Clinton County', 'Lathrop']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
